value,topic_title,category,season
2,Plus-size clothing,skirts,Winter
2,Wear,skirts,Winter
2,Maxi Skirt,skirts,Winter
2,Top,skirts,Winter
2,Bed skirt,skirts,Winter
2,Midi Skirt,skirts,Winter
2,Trousers,skirts,Winter
2,Tennis,skirts,Winter
2,Pencil,skirts,Winter
2,Pencil skirt,skirts,Winter
2,Leather,skirts,Winter
2,Pleat,skirts,Winter
2,Shorts,skirts,Winter
1,Summer,skirts,Winter
1,Swimsuit,skirts,Winter
1,Bumper,skirts,Winter
1,Swimming,skirts,Winter
100,Sweater,sweaters,Winter
18,Woman,sweaters,Winter
16,Christmas jumper,sweaters,Winter
15,Christmas,sweaters,Winter
13,Man,sweaters,Winter
4,Women's Sweater,sweaters,Winter
4,Men's Sweater,sweaters,Winter
3,Cardigan,sweaters,Winter
3,Cashmere wool,sweaters,Winter
3,Hoodie,sweaters,Winter
3,Knitting,sweaters,Winter
2,Macy's,sweaters,Winter
2,Wool,sweaters,Winter
2,Kohl's,sweaters,Winter
2,Kohl's,sweaters,Winter
2,Zipper,sweaters,Winter
1,funny,sweaters,Winter
1,Dillard's,sweaters,Winter
0,Spencer's,sweaters,Winter
0,SPENCER GIFTS,sweaters,Winter
0,Belk,sweaters,Winter
0,Belk,sweaters,Winter
0,Grinch,sweaters,Winter
0,Dillard's,sweaters,Winter
0,Alpaca,sweaters,Winter
100,Sweatshirt,sweatshirts,Winter
19,Hoodie,sweatshirts,Winter
14,Woman,sweatshirts,Winter
12,Man,sweatshirts,Winter
10,Sweater,sweatshirts,Winter
9,Nike,sweatshirts,Winter
8,Nike,sweatshirts,Winter
7,Nike Store,sweatshirts,Winter
5,Shirt,sweatshirts,Winter
4,T-shirt,sweatshirts,Winter
3,custom-made,sweatshirts,Winter
3,Crew neck,sweatshirts,Winter
3,Sweatshirt,sweatshirts,Winter
2,Zipper,sweatshirts,Winter
2,Hood,sweatshirts,Winter
2,Graphics,sweatshirts,Winter
2,Gildan,sweatshirts,Winter
2,Embroidery,sweatshirts,Winter
2,Sweatpants,sweatshirts,Winter
1,Dick's Sporting Goods,sweatshirts,Winter
1,DICK'S Sporting Goods,sweatshirts,Winter
1,DICK’S Sporting Goods,sweatshirts,Winter
0,Custom Ink,sweatshirts,Winter
0,Vintage clothing,sweatshirts,Winter
